function_type, m, n, sparsity, sparsity_pattern, generation_time, TF_setup, tacotensor_init, tacotensor_insert, B_pack, c_pack, t_compile, t_assemble, t_compute, TF_setup2, tacotensor_init2, tacotensor_insert2, B_pack2, c_pack2, t_compile2, t_assemble2, t_compute2, format, computation_time, computation_time2, memory_usage
tf_sparse_matmul_func5, 7000, 7000, 0.02, ratio_based, 5.60832595825, , , , , , , , , , , , , , , , , -1, 0.328922986984, 0.0219099521637, 15736000
tf_sparse_matmul_func5, 7000, 7000, 0.03, ratio_based, 8.76894807816, , , , , , , , , , , , , , , , , -1, 0.511472940445, 0.0320150852203, 23576000
tf_sparse_matmul_func5, 7000, 7000, 0.04, ratio_based, 11.5028760433, , , , , , , , , , , , , , , , , -1, 0.618938922882, 0.0439150333405, 31416000
tf_sparse_matmul_func5, 7000, 7000, 0.05, ratio_based, 14.2665688992, , , , , , , , , , , , , , , , , -1, 0.818593025208, 0.0520808696747, 39256000
tf_sparse_matmul_func5, 7000, 7000, 0.06, ratio_based, 17.4490389824, , , , , , , , , , , , , , , , , -1, 0.984246969223, 0.060259103775, 47096000
tf_sparse_matmul_func5, 7000, 7000, 0.07, ratio_based, 21.0679450035, , , , , , , , , , , , , , , , , -1, 1.07488894463, 0.0683341026306, 54936000
split_func2, 2000, 2000, 0.01, ratio_based, 0.236824989319, 0.0, 0.0555579662323, 4.88767910004, 18.6929581165, 0.256561994553, 0.0, 0.0, 0.0, 0.0109128952026, 0.0422310829163, 0.00539493560791, 0.0, 0.0, 53.3367581367, 0.042788028717, 0.0723860263824, 1, 0.0500199794769, 0.0656499862671, 504016
split_func2, 2000, 2000, 0.02, ratio_based, 0.484987020493, 0.0, 0.0884928703308, 9.60105586052, 35.6784081459, 0.256654024124, 0.0, 0.0, 0.0, 0.011265039444, 0.044606924057, 0.00550603866577, 0.0, 0.0, 53.6669590473, 0.0433340072632, 0.113986968994, 1, 0.085282087326, 0.066027879715, 984016
split_func2, 2000, 2000, 0.03, ratio_based, 0.712776899338, 0.0, 0.0668070316315, 13.7591240406, 53.3877840042, 0.256422042847, 0.0, 0.0, 0.0, 0.0123760700226, 0.0441930294037, 0.00543999671936, 0.0, 0.0, 54.2098531723, 0.0454859733582, 0.154994010925, 1, 0.121657133102, 0.066713809967, 1464016
split_func2, 2000, 2000, 0.04, ratio_based, 0.948044061661, 0.0, 0.0562431812286, 19.1018428802, 70.8198728561, 0.258955955505, 0.0, 0.0, 0.0, 0.0126581192017, 0.0446839332581, 0.00537085533142, 0.0, 0.0, 54.03678298, 0.0451538562775, 0.199688196182, 1, 0.15632390976, 0.0666689872742, 1944016
split_func2, 2000, 2000, 0.05, ratio_based, 1.19298386574, 0.0, 0.0900428295135, 23.1971051693, 88.753565073, 0.273175001144, 0.0, 0.0, 0.0, 0.011992931366, 0.0425200462341, 0.00534510612488, 0.0, 0.0, 53.0635919571, 0.0388331413269, 0.239656925201, 1, 0.194555044174, 0.0658931732178, 2424016
split_func2, 2000, 2000, 0.06, ratio_based, 1.39265298843, 0.0, 0.0681619644165, 27.1137340069, 106.920037031, 0.260247945786, 0.0, 0.0, 0.0, 0.00998187065125, 0.0424401760101, 0.0054030418396, 0.0, 0.0, 54.3147280216, 0.0451309680939, 0.289880990982, 1, 0.225774049759, 0.0673518180847, 2904016
split_func2, 2000, 2000, 0.07, ratio_based, 1.68475604057, 0.0, 0.0691630840302, 33.0674788952, 124.676882982, 0.262565135956, 0.0, 0.0, 0.0, 0.0122170448303, 0.0422530174255, 0.00527000427246, 0.0, 0.0, 54.1397340298, 0.0432357788086, 0.328114032745, 1, 0.2613530159, 0.0672359466553, 3384016
split_func2, 7000, 7000, 0.01, ratio_based, 2.82357215881, 0.0, 0.0559530258179, 54.7453091145, 231.195125103, 0.946849107742, 0.0, 0.0, 0.0, 0.0123600959778, 0.0527489185333, 0.00595092773438, 0.0, 0.0, 54.0597639084, 0.0379149913788, 0.605272054672, 1, 0.459230899811, 0.0668420791626, 5964016
split_func2, 7000, 7000, 0.02, ratio_based, 5.95346307755, 0.0, 0.0536861419678, 108.708470106, 466.553239822, 0.958332061768, 0.0, 0.0, 0.0, 0.0117161273956, 0.067214012146, 0.00581479072571, 0.0, 0.0, 55.6624801159, 0.0458741188049, 1.20374703407, 1, 0.903538942337, 0.0697801113129, 11844016
split_func2, 7000, 7000, 0.03, ratio_based, 8.83852481842, 0.0, 0.0559821128845, 165.442043066, 720.067464828, 0.951216936111, 0.0, 0.0, 0.0, 0.0123999118805, 0.044224023819, 0.00545811653137, 0.0, 0.0, 56.7835040092, 0.042888879776, 1.75011110306, 1, 1.39598107338, 0.0714049339294, 17724016
split_func2, 7000, 7000, 0.04, ratio_based, 11.970113039, 0.0, 0.0572350025177, 215.728484154, 970.318299055, 0.9636759758, 0.0, 0.0, 0.0, 0.0118680000305, 0.0649409294128, 0.00578594207764, 0.0, 0.0, 57.5641539097, 0.0415329933167, 2.29923820496, 1, 1.89087510109, 0.0723738670349, 23604016
split_func2, 7000, 7000, 0.05, ratio_based, 14.7270920277, 0.0, 0.0579960346222, 278.752386093, 1228.43952394, 0.959486961365, 0.0, 0.0, 0.0, 0.0139911174774, 0.0533819198608, 0.00541591644287, 0.0, 0.0, 58.8791868687, 0.0433838367462, 2.85012412071, 1, 2.30875897408, 0.0742020606995, 29484016
split_func2, 7000, 7000, 0.06, ratio_based, 17.6326420307, 0.0, 0.0615301132202, 329.646542072, 1480.93985391, 0.996877193451, 0.0, 0.0, 0.0, 0.0113849639893, 0.0430631637573, 0.0048999786377, 0.0, 0.0, 59.1906847954, 0.0441489219666, 3.46586203575, 1, 2.76995706558, 0.0756390094757, 35364016
split_func2, 7000, 7000, 0.07, ratio_based, 20.8217139244, 0.0, 0.0548670291901, 379.333643913, 1741.24053979, 0.993327856064, 0.0, 0.0, 0.0, 0.0126729011536, 0.0759918689728, 0.00601196289062, 0.0, 0.0, 59.9936990738, 0.0455150604248, 4.07637119293, 1, 3.24788308144, 0.0770180225372, 41244016
tf_sparse_matmul_func5, 20000, 20000, 0.01, ratio_based, 21.7571139336, , , , , , , , , , , , , , , , , -1, 1.31850099564, 0.0895111560822, 64160000
tf_sparse_matmul_func5, 20000, 20000, 0.02, ratio_based, 45.3372499943, , , , , , , , , , , , , , , , , -1, 2.5037560463, 0.167520046234, 128160000
tf_sparse_matmul_func5, 20000, 20000, 0.03, ratio_based, 70.5468239784, , , , , , , , , , , , , , , , , -1, 3.97907209396, 0.244252920151, 192160000
tf_sparse_matmul_func5, 20000, 20000, 0.04, ratio_based, 88.0819349289, , , , , , , , , , , , , , , , , -1, 5.24877095222, 0.322337150574, 256160000
tf_sparse_matmul_func5, 20000, 20000, 0.05, ratio_based, 121.383878946, , , , , , , , , , , , , , , , , -1, 6.5828499794, 0.39942407608, 320160000
tf_sparse_matmul_func5, 20000, 20000, 0.06, ratio_based, 147.086330175, , , , , , , , , , , , , , , , , -1, 7.48085784912, 0.477899074554, 384160000
tf_sparse_matmul_func5, 20000, 20000, 0.07, ratio_based, 198.079987049, , , , , , , , , , , , , , , , , -1, 8.73112010956, 0.556924819946, 448160000
split_func2, 20000, 20000, 0.01, ratio_based, 23.1090409756, 0.0, 0.059091091156, 439.161070108, 2062.58198118, 2.8069229126, 0.0, 0.0, 0.0, 0.0117118358612, 0.057816028595, 0.00548815727234, 0.0, 0.0, 61.648319006, 0.0465960502625, 6.10862588882, 1, 3.81381797791, 0.0807659626007, 48240016
